id,area,grow,meta_found
1196372_20211030_2_3_c5_3_2_13_1_542,3,13,1
1196373_20211030_2_3_c5_3_2_13_1_543,3,13,1
1196375_20211030_2_3_c5_3_2_13_1_545,3,13,1
1196377_20211030_2_3_c5_3_2_13_1_547,3,13,1
1196379_20211030_2_3_c5_3_2_13_1_549,3,13,1
1196381_20211030_2_3_c5_3_2_13_1_551,3,13,1
1196383_20211030_2_3_c5_3_2_13_1_553,3,13,1
1196384_20211030_2_3_c5_3_2_13_1_554,3,13,1
1196386_20211030_2_3_c5_3_2_13_1_556,3,13,1
1196387_20211030_2_3_c5_3_2_13_1_557,3,13,1
1196388_20211030_2_3_c5_3_2_13_1_558,3,13,1
1196389_20211030_2_3_c5_3_2_13_1_559,3,13,1
1196394_20211030_2_3_c5_3_2_13_1_564,3,13,1
1196403_20211030_2_3_c5_3_2_13_1_573,3,13,1
1196404_20211030_2_3_c5_3_2_13_1_574,3,13,1
1196406_20211030_2_3_c5_3_2_13_1_576,3,13,1
1196407_20211030_2_3_c5_3_2_13_1_577,3,13,1
1196411_20211030_2_3_c5_3_2_13_1_581,3,13,1
1196412_20211030_2_3_c5_3_2_13_1_582,3,13,1
1196414_20211030_2_3_c5_3_2_13_1_584,3,13,1
1196415_20211030_2_3_c5_3_2_13_1_585,3,13,1
1196419_20211030_2_3_c5_3_2_13_1_589,3,13,1
1196424_20211030_2_3_c5_3_2_13_1_594,3,13,1
1196430_20211030_2_3_c5_3_2_13_1_600,3,13,1
1196433_20211030_2_3_c5_3_2_13_1_603,3,13,1
1196444_20211030_2_3_c5_3_2_13_1_614,3,13,1
1196445_20211030_2_3_c5_3_2_13_1_615,3,13,1
1196455_20211030_2_3_c5_3_2_13_1_625,3,13,1
1196456_20211030_2_3_c5_3_2_13_1_626,3,13,1
256904_20210830_2_2_b7_3_2_11_0_0,3,11,1
256910_20210830_2_2_b2_1_2_13_2_3,1,13,1
256911_20210830_2_1_a6_3_2_12_2_0,3,12,1
256926_20210830_2_1_a6_3_2_12_3_9,3,12,1
256935_20210830_2_1_a6_3_2_13_1_0,3,13,1
256936_20210830_2_1_a6_3_2_11_1_0,3,11,1
256937_20210830_2_1_a6_3_2_11_1_1,3,11,1
256942_20210830_2_1_a6_3_2_13_2_6,3,13,1
256943_20210830_2_1_a6_3_2_13_2_0,3,13,1
256945_20210830_2_1_a6_3_2_13_2_2,3,13,1
256946_20210830_2_1_a6_3_2_13_1_3,3,13,1
256952_20210830_2_1_a6_3_2_11_1_1,3,11,1
256955_20210830_2_1_a6_3_2_11_1_4,3,11,1
256956_20210830_2_1_a6_3_2_11_1_5,3,11,1
256958_20210830_2_1_a6_3_2_11_1_7,3,11,1
256959_20210830_2_1_a6_3_2_13_1_8,3,13,1
256962_20210830_2_1_a6_3_2_12_1_2,3,12,1
258112_20210831_2_1_a6_3_2_11_1_3,3,11,1
258113_20210831_2_1_a6_3_2_11_1_4,3,11,1
258116_20210831_2_1_a6_3_2_11_2_7,3,11,1
258117_20210831_2_1_a6_3_2_11_1_8,3,11,1
258119_20210831_2_1_a6_3_2_11_1_1,3,11,1
258120_20210831_2_1_a6_3_2_11_1_2,3,11,1
258121_20210831_2_1_a6_3_2_11_1_3,3,11,1
258131_20210831_2_1_a6_3_2_11_1_0,3,11,1
258137_20210831_2_1_a6_3_2_11_1_6,3,11,1
258138_20210831_2_1_a6_3_2_11_1_7,3,11,1
258146_20210831_2_1_a6_3_2_12_1_6,3,12,1
258147_20210831_2_1_a6_3_2_12_1_7,3,12,1
258152_20210831_2_1_a6_3_2_12_1_4,3,12,1
258153_20210831_2_1_a6_3_2_12_1_5,3,12,1
258156_20210831_2_1_a6_3_2_12_1_8,3,12,1
258160_20210831_2_1_a6_3_2_12_1_3,3,12,1
258166_20210831_2_1_a6_3_2_12_1_1,3,12,1
258167_20210831_2_1_a6_3_2_12_1_2,3,12,1
258170_20210831_2_1_a6_3_2_12_1_0,3,12,1
258175_20210831_2_1_a6_3_2_12_1_5,3,12,1
258179_20210831_2_1_a6_3_2_12_1_1,3,12,1
258180_20210831_2_1_a6_3_2_12_1_2,3,12,1
258184_20210831_2_1_a6_3_2_12_1_6,3,12,1
258193_20210831_2_1_a6_3_2_13_2_5,3,13,1
258194_20210831_2_1_a6_3_2_13_3_6,3,13,1
258198_20210831_2_1_a6_3_2_13_3_2,3,13,1
258201_20210831_2_1_a6_3_2_13_3_5,3,13,1
258206_20210831_2_1_a6_3_2_12_1_2,3,12,1
258207_20210831_2_1_a6_3_2_12_1_3,3,12,1
258210_20210831_2_1_a6_3_2_12_1_6,3,12,1
258211_20210831_2_1_a6_3_2_12_1_7,3,12,1
258220_20210831_2_1_a6_3_2_12_1_7,3,12,1
258221_20210831_2_1_a6_3_2_12_1_8,3,12,1
258222_20210831_2_1_a6_3_2_13_2_0,3,13,1
258224_20210831_2_1_a6_3_2_13_2_2,3,13,1
258227_20210831_2_1_a6_3_2_13_2_4,3,13,1
258232_20210831_2_1_a6_3_2_12_1_4,3,12,1
258234_20210831_2_1_a6_3_2_12_3_6,3,12,1
258235_20210831_2_1_a6_3_2_12_3_7,3,12,1
258240_20210831_2_1_a6_3_2_12_1_3,3,12,1
258244_20210831_2_1_a6_3_2_12_1_7,3,12,1
258245_20210831_2_1_a6_3_2_12_1_8,3,12,1
258249_20210831_2_1_a6_3_2_12_1_3,3,12,1
258250_20210831_2_1_a6_3_2_12_1_4,3,12,1
258253_20210831_2_1_a6_3_2_12_1_0,3,12,1
258255_20210831_2_1_a6_3_2_12_3_2,3,12,1
258256_20210831_2_1_a6_3_2_12_1_3,3,12,1
258259_20210831_2_1_a6_3_2_12_1_6,3,12,1
258261_20210831_2_1_a6_3_2_12_1_8,3,12,1
258262_20210831_2_1_a6_3_2_12_1_0,3,12,1
259368_20210831_2_2_b8_3_2_12_1_0,3,12,1
259383_20210831_2_2_b7_3_2_12_1_0,3,12,1
259385_20210831_2_2_b7_3_2_12_1_0,3,12,1
259389_20210831_2_2_b7_3_2_12_1_0,3,12,1
259392_20210831_2_2_b7_3_2_12_1_0,3,12,1
259397_20210831_2_2_b7_3_2_12_1_0,3,12,1
259401_20210831_2_2_b6_3_2_12_1_0,3,12,1
259405_20210831_2_2_b6_3_2_12_1_4,3,12,1
259407_20210831_2_2_b6_3_2_12_1_6,3,12,1
259409_20210831_2_2_b6_3_2_12_1_7,3,12,1
259410_20210831_2_2_b6_3_2_12_1_8,3,12,1
259413_20210831_2_2_b6_3_2_12_1_11,3,12,1
259414_20210831_2_2_b7_3_2_12_1_0,3,12,1
259417_20210831_2_2_b7_3_2_12_1_0,3,12,1
259419_20210831_2_2_b7_3_2_12_1_0,3,12,1
259422_20210831_2_2_b7_3_2_12_1_0,3,12,1
259425_20210831_2_2_b6_3_2_12_1_0,3,12,1
259430_20210831_2_2_b7_3_2_12_1_0,3,12,1
259671_20210831_2_2_b8_3_2_12_1_2,3,12,1
259679_20210831_2_2_b8_3_2_12_1_10,3,12,1
259685_20210831_2_2_b8_3_2_12_1_16,3,12,1
259686_20210831_2_2_b8_3_2_12_1_17,3,12,1
259688_20210831_2_2_b8_3_2_12_1_19,3,12,1
259692_20210831_2_2_b8_3_2_12_1_23,3,12,1
259693_20210831_2_2_b8_3_2_12_1_24,3,12,1
259708_20210831_2_2_b8_3_2_12_1_39,3,12,1
259709_20210831_2_2_b8_3_2_12_1_40,3,12,1
259710_20210831_2_2_b8_3_2_12_1_41,3,12,1
259711_20210831_2_2_b8_3_2_12_1_42,3,12,1
259713_20210831_2_2_b8_3_2_12_1_44,3,12,1
259715_20210831_2_2_b8_3_2_12_1_46,3,12,1
259717_20210831_2_2_b8_3_2_12_1_48,3,12,1
259722_20210831_2_2_b8_3_2_12_1_53,3,12,1
259727_20210831_2_2_b8_3_2_12_1_58,3,12,1
259729_20210831_2_2_b8_3_2_12_1_60,3,12,1
259730_20210831_2_2_b8_3_2_12_1_61,3,12,1
259731_20210831_2_2_b8_3_2_12_1_62,3,12,1
259733_20210831_2_2_b8_3_2_12_1_64,3,12,1
259736_20210831_2_2_b8_3_2_12_1_67,3,12,1
259738_20210831_2_2_b8_3_2_12_1_69,3,12,1
259739_20210831_2_2_b8_3_2_12_1_70,3,12,1
259742_20210831_2_2_b8_3_2_12_1_73,3,12,1
259746_20210831_2_2_b8_3_2_12_1_77,3,12,1
259749_20210831_2_2_b8_3_2_12_1_80,3,12,1
259750_20210831_2_2_b8_3_2_12_1_81,3,12,1
259753_20210831_2_2_b8_3_2_12_1_84,3,12,1
259756_20210831_2_2_b8_3_2_12_1_87,3,12,1
259870_20210901_2_1_a6_3_2_12_1_1,3,12,1
259873_20210901_2_1_a6_3_2_12_1_4,3,12,1
259876_20210901_2_1_a6_3_2_12_1_7,3,12,1
259879_20210901_2_1_a6_3_2_12_1_2,3,12,1
259890_20210901_2_1_a6_3_2_12_1_6,3,12,1
259898_20210901_2_1_a6_3_2_12_1_4,3,12,1
259902_20210901_2_1_a6_3_2_12_1_0,3,12,1
259903_20210901_2_1_a6_3_2_12_1_1,3,12,1
259905_20210901_2_1_a6_3_2_12_1_3,3,12,1
259906_20210901_2_1_a6_3_2_12_1_4,3,12,1
259910_20210901_2_1_a6_3_2_12_1_1,3,12,1
259914_20210901_2_1_a6_3_2_12_1_5,3,12,1
259918_20210901_2_1_a6_3_2_12_1_9,3,12,1
259920_20210901_2_1_a6_3_2_13_2_1,3,13,1
259921_20210901_2_1_a6_3_2_13_2_2,3,13,1
259923_20210901_2_1_a6_3_2_13_2_4,3,13,1
259925_20210901_2_1_a6_3_2_13_2_1,3,13,1
259927_20210901_2_1_a6_3_2_13_3_3,3,13,1
259928_20210901_2_1_a6_3_2_13_3_4,3,13,1
259933_20210901_2_1_a6_3_2_13_2_9,3,13,1
259935_20210901_2_1_a6_3_2_13_2_0,3,13,1
259936_20210901_2_1_a6_3_2_13_2_1,3,13,1
259938_20210901_2_1_a6_3_2_13_2_3,3,13,1
259939_20210901_2_1_a6_3_2_13_2_4,3,13,1
259942_20210901_2_1_a6_3_2_13_2_0,3,13,1
259943_20210901_2_1_a6_3_2_13_2_1,3,13,1
259944_20210901_2_1_a6_3_2_13_2_2,3,13,1
259945_20210901_2_1_a6_3_2_13_2_3,3,13,1
259947_20210901_2_1_a6_3_2_13_1_5,3,13,1
259955_20210901_2_1_a6_3_2_13_1_3,3,13,1
259961_20210901_2_1_a6_3_2_13_3_9,3,13,1
263389_20210901_2_2_b8_3_2_12_1_0,3,12,1
263391_20210901_2_2_b8_3_2_12_1_2,3,12,1
263392_20210901_2_2_b8_3_2_12_1_3,3,12,1
263394_20210901_2_2_b8_3_2_12_1_5,3,12,1
263396_20210901_2_2_b8_3_2_12_1_7,3,12,1
263401_20210901_2_2_b8_3_2_12_1_12,3,12,1
263407_20210901_2_2_b8_3_2_12_1_18,3,12,1
263408_20210901_2_2_b8_3_2_12_1_19,3,12,1
263411_20210901_2_2_b8_3_2_12_1_22,3,12,1
263416_20210901_2_2_b8_3_2_12_1_27,3,12,1
263420_20210901_2_2_b8_3_2_12_1_31,3,12,1
263422_20210901_2_2_b8_3_2_12_1_33,3,12,1
263423_20210901_2_2_b8_3_2_12_1_34,3,12,1
263424_20210901_2_2_b8_3_2_12_1_35,3,12,1
263425_20210901_2_2_b8_3_2_12_1_36,3,12,1
263426_20210901_2_2_b8_3_2_12_1_37,3,12,1
263427_20210901_2_2_b8_3_2_12_1_38,3,12,1
263430_20210901_2_2_b8_3_2_12_1_41,3,12,1
263439_20210901_2_2_b8_3_2_12_1_50,3,12,1
263443_20210901_2_2_b8_3_2_12_1_54,3,12,1
263444_20210901_2_2_b8_3_2_12_1_55,3,12,1
263446_20210901_2_2_b8_3_2_12_1_57,3,12,1
263447_20210901_2_2_b8_3_2_12_1_58,3,12,1
263449_20210901_2_2_b8_3_2_12_1_60,3,12,1
263452_20210901_2_2_b8_3_2_12_1_63,3,12,1
263455_20210901_2_2_b8_3_2_12_1_66,3,12,1
263463_20210901_2_2_b8_3_2_12_1_74,3,12,1
263468_20210901_2_2_b8_3_2_12_1_79,3,12,1
263469_20210901_2_2_b8_3_2_12_1_80,3,12,1
263470_20210901_2_2_b8_3_2_12_1_81,3,12,1
263474_20210901_2_2_b8_3_2_12_1_85,3,12,1
263476_20210901_2_2_b8_3_2_12_1_87,3,12,1
263477_20210901_2_2_b8_3_2_12_1_88,3,12,1
263483_20210901_2_2_b8_3_2_12_1_94,3,12,1
263486_20210901_2_2_b8_3_2_12_1_97,3,12,1
263487_20210901_2_2_b8_3_2_12_1_98,3,12,1
263505_20210901_2_2_b8_3_2_12_1_116,3,12,1
263513_20210901_2_2_b8_3_2_12_1_124,3,12,1
263514_20210901_2_2_b8_3_2_12_1_125,3,12,1
263515_20210901_2_2_b8_3_2_12_1_126,3,12,1
263519_20210901_2_2_b8_3_2_12_1_130,3,12,1
263520_20210901_2_2_b8_3_2_12_1_131,3,12,1
263526_20210901_2_2_b8_3_2_12_1_137,3,12,1
263527_20210901_2_2_b8_3_2_12_1_138,3,12,1
263528_20210901_2_2_b8_3_2_12_1_139,3,12,1
263530_20210901_2_2_b8_3_2_12_1_141,3,12,1
263532_20210901_2_2_b8_3_2_12_1_143,3,12,1
263535_20210901_2_2_b8_3_2_12_1_146,3,12,1
263538_20210901_2_2_b8_3_2_12_1_149,3,12,1
263542_20210901_2_2_b8_3_2_12_1_153,3,12,1
263543_20210901_2_2_b8_3_2_12_1_154,3,12,1
263544_20210901_2_2_b8_3_2_12_1_155,3,12,1
263546_20210901_2_2_b8_3_2_12_1_157,3,12,1
263552_20210901_2_2_b8_3_2_12_1_163,3,12,1
263555_20210901_2_2_b8_3_2_12_1_166,3,12,1
263559_20210901_2_2_b8_3_2_12_1_170,3,12,1
263560_20210901_2_2_b8_3_2_12_1_171,3,12,1
263561_20210901_2_2_b8_3_2_12_1_172,3,12,1
263564_20210901_2_2_b8_3_2_12_1_175,3,12,1
263565_20210901_2_2_b8_3_2_12_1_176,3,12,1
263570_20210901_2_2_b8_3_2_12_1_181,3,12,1
263577_20210901_2_2_b8_3_2_12_1_188,3,12,1
263578_20210901_2_2_b8_3_2_12_1_189,3,12,1
263582_20210901_2_2_b8_3_2_12_1_193,3,12,1
263583_20210901_2_2_b8_3_2_12_1_194,3,12,1
263604_20210901_2_2_b8_3_2_12_1_215,3,12,1
263606_20210901_2_2_b8_3_2_12_1_217,3,12,1
263609_20210901_2_2_b8_3_2_12_1_220,3,12,1
263616_20210901_2_2_b8_3_2_12_1_227,3,12,1
263617_20210901_2_2_b8_3_2_12_1_228,3,12,1
263620_20210901_2_2_b8_3_2_12_1_231,3,12,1
263621_20210901_2_2_b8_3_2_12_1_232,3,12,1
263622_20210901_2_2_b8_3_2_12_1_233,3,12,1
263630_20210901_2_2_b8_3_2_12_1_241,3,12,1
263635_20210901_2_2_b8_3_2_12_1_246,3,12,1
263637_20210901_2_2_b8_3_2_12_1_248,3,12,1
263640_20210901_2_2_b8_3_2_12_1_251,3,12,1
263642_20210901_2_2_b8_3_2_12_1_253,3,12,1
263643_20210901_2_2_b8_3_2_12_1_254,3,12,1
263644_20210901_2_2_b8_3_2_12_1_255,3,12,1
263647_20210901_2_2_b8_3_2_12_1_258,3,12,1
263653_20210901_2_2_b8_3_2_12_1_264,3,12,1
263655_20210901_2_2_b8_3_2_12_1_266,3,12,1
263660_20210901_2_2_b8_3_2_12_1_271,3,12,1
263665_20210901_2_2_b8_3_2_12_1_276,3,12,1
263666_20210901_2_2_b8_3_2_12_1_277,3,12,1
263667_20210901_2_2_b8_3_2_12_1_278,3,12,1
263668_20210901_2_2_b8_3_2_12_1_279,3,12,1
263669_20210901_2_2_b8_3_2_12_1_280,3,12,1
263670_20210901_2_2_b8_3_2_12_1_281,3,12,1
263671_20210901_2_2_b8_3_2_12_1_282,3,12,1
263672_20210901_2_2_b8_3_2_12_1_283,3,12,1
263676_20210901_2_2_b8_3_2_12_1_287,3,12,1
263686_20210901_2_2_b8_3_2_12_1_297,3,12,1
263689_20210901_2_2_b8_3_2_12_1_300,3,12,1
263692_20210901_2_2_b8_3_2_12_1_303,3,12,1
263698_20210901_2_2_b8_3_2_12_1_309,3,12,1
263700_20210901_2_2_b8_3_2_12_1_311,3,12,1
263701_20210901_2_2_b8_3_2_12_1_312,3,12,1
263703_20210901_2_2_b8_3_2_12_1_314,3,12,1
